,Part,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71
47,berry,0,17.8414,13.545,5.5746,37.7358,0,40.7329,0,0,141.4633,2248.5121,7.1679,20.064,0,216.8261,0,0.474,2.2765,2.0784,6.681,14.888,31.0916,0,2.6213,72.6365,0,519.3388,0,143.4965,123.787,0,199.0251,0,158.0694,0,221.9553,14.04,198.4074,0,348.1291,40.9378,0,0,41.7999,13.9583,302.8397,529.1672,0,17.43,96.3277,0,0,0,170.3444,92.5294,0,0,0,194.8729,0,0,283.1995,219.0039,0,0,122.3835,36.6234,0,16.2121,12.9169,43.8327
48,berry,0,21.0198,17.7931,0.1775,43.5807,0,44.8591,0,0,215.1991,2578.2794,0.6843,5.2529,0,76.9643,0,0.0903,0.3751,1.8728,2.8441,16.9117,13.611,0,0.4116,100.1025,0,252.375,0,173.395,45.3081,0,57.0303,0,121.7613,0,97.96,0,157.8268,0,158.885,16.5463,0,0,10.5183,0,366.032,348.546,0,4.544,64.4471,0,0,0,87.2667,64.4471,0,0,0,266.0046,0,0,384.8713,525.0995,0,0,37.4863,201.5219,0,100.2262,169.9072,25.1757
49,berry,0,23.5543,0.6443,64.5225,49.9959,0,9.6456,0,0,868.1314,1276.2945,240.4198,0.938,10.7753,278.8163,0,37.9114,14.4164,7.3417,42.3203,0,128.6536,0,11.507,77.4375,0,50.103,0,157.1085,190.7116,0,323.4647,0,234.0859,0,351.4927,38.058,300.0534,0,478.6334,0,0,0,70.223,19.0712,430.7238,750.4427,52.1667,36.0347,146.2579,0,0,0,5.1435,132.9727,0,0,0,3.4255,0,0,1.1895,9.3055,0,0,5.944,0.8906,0,0.3632,0.8928,0
50,berry,0,16.6354,6.7091,19.2752,35.8623,0,20.029,0,0,354.7962,2083.9889,18.882,1.0888,0,299.1225,0,4.1996,4.8858,3.47,25.8362,10.6255,64.414,0,4.9744,77.9069,0,130.2462,0,140.9945,153.723,0,218.1832,0,217.8031,0,286.3998,18.5264,275.4076,0,448.6488,51.0462,0,0,37.0316,0,478.0854,804.6486,56.0713,34.2025,143.0055,0,0,0,11.9704,143.0055,0,0,0,28.7084,0,0,37.1719,69.91,0,0,9.0213,15.9987,0,7.2711,6.4637,0
51,berry,0,15.4833,15.3761,9.8827,38.4032,0,45.4708,0,0,80.7215,2157.3746,7.3511,1.0016,0,338.1235,0,0.4599,5.6218,1.7449,20.7941,16.0394,33.2349,0,28.958,84.571,0,186.6393,0,171.1263,182.1824,0,328.0186,0,211.1192,0,355.9549,29.9026,275.6202,0,555.9515,61.23,0,0,69.0918,20.7647,379.6373,703.8968,45.181,33.5796,125.9179,0,0,0,19.4395,118.6066,0,0,0,35.6009,0,0,60.5321,93.4549,0,0,18.2459,13.1142,0,4.9858,7.8032,0
52,berry,0,22.9938,11.2631,10.7625,49.2437,0,33.897,0,0,326.9427,2043.6383,42.6557,1.5486,0,237.6075,0,3.8293,3.8217,2.9024,13.9936,14.7939,31.9573,0,0.7388,106.8532,0,206.6768,0,198.2567,104.0163,0,194.6059,0,145.6813,0,245.5243,12.4081,187.4099,0,384.7867,42.0624,0,0,46.7724,13.579,384.4562,733.4708,38.985,26.5057,144.3806,0,0,0,86.0115,131.6308,0,0,0,136.6959,0,0,204.232,276.9147,0,0,45.1209,34.2972,0,15.7366,19.2455,9.7028
53,berry,0,22.4996,16.322,10.2527,41.2361,0,43.1355,0,0,89.8015,2374.4613,9.4122,1.7028,0,367.9413,0,0.3471,5.6251,1.5716,15.9825,18.7469,36.4029,0,0.9175,57.8481,0,193.2951,0,118.3175,122.324,0,262.5316,0,158.6425,0,312.186,22.8871,202.0778,0,432.0928,0,0,0,41.2824,0,345.2897,736.2431,48.6297,40.3743,134.4653,0,0,0,85.925,123.3749,0,0,0,98.6813,0,0,153.3545,190.0152,0,0,0,8.4805,0,5.891,12.8678,0
54,berry,0,14.9874,15.0094,9.092,34.6319,0,42.9313,0,0,104.8801,2068.0112,7.7869,1.3607,13.5514,339.4489,0,0,8.2762,2.1963,27.5289,17.0783,34.1817,0,0.0742,61.7592,0,230.1216,0,132.3417,167.6615,0,265.9155,0,212.5006,0,314.3115,31.631,285.3199,0,490.1635,59.1909,0,0,70.6065,19.655,495.7612,784.5896,44.6889,30.7246,170.9386,0,0,0,17.1398,151.959,0,0,0,16.7291,0,0,46.7145,80.3109,0,0,13.3526,12.3091,0,6.2478,8.8592,0
55,berry,0,23.4923,9.4207,29.723,51.7132,0,28.5431,0,0,526.9734,1944.9794,101.4273,1.5371,0,260.3822,0,8.8531,6.7316,4.7436,19.8331,9.6844,84.0562,0,7.6735,66.339,0,163.4286,0,108.656,180.1448,0,240.9742,0,249.0635,0,312.9705,22.161,304.9308,0,418.8787,0,0,0,65.351,22.7605,412.9873,649.4003,59.5878,33.1857,128.1146,0,0,0,26.7786,116.8005,0,0,0,50.2804,0,0,70.3064,92.6181,0,0,21.8049,32.5778,0,14.2012,11.1824,0
56,berry,0,21.7771,15.994,9.959,41.9252,0,44.6305,0,0,171.9554,2160.5433,6.2186,1.2701,0,196.7937,0,0,5.5095,2.5506,13.9349,19.0738,31.2945,0,19.4379,73.6936,0,208.2242,0,135.249,166.508,0,188.7835,0,236.6899,0,238.3438,18.7346,286.904,0,367.2317,40.6819,0,0,47.2304,12.5796,463.0289,576.096,8.5831,16.8282,119.5642,0,0,0,74.3894,109.6624,0,0,0,114.0255,0,0,173.0307,196.8987,0,0,23.1116,57.3756,0,24.5996,27.4219,0.8093
57,berry,0,21.2333,12.0223,10.7998,39.6106,0,36.5264,0,0,140.4812,2334.7831,9.6834,1.6289,0,304.0557,0,0.8592,2.3299,2.6243,10.7744,16.0792,36.1571,0,29.08,76.1875,0,179.5012,0,139.9526,108.5417,0,271.5748,0,146.9494,0,322.2304,23.1675,185.4071,0,463.2808,0,0,0,60.9755,16.8736,319.2782,782.8687,25.5564,32.2959,127.0323,0,0,0,68.0612,127.0323,0,0,2.4631,87.5867,0,0,129.7797,154.1585,0,0,0,24.5809,0,10.9743,17.3943,0.8784
58,berry,0,18.7112,1.8472,44.2078,57.0677,0,13.1064,0,0,1020.1299,1346.9006,128.6479,9.5621,0,94.9759,0,6.5775,5.0014,9.9938,22.0555,3.0572,109.4752,0,18.3646,66.3409,0,155.0272,0,147.4437,162.4002,0,226.7708,0,173.887,0,203.3332,20.7667,237.853,0,307.044,41.0785,0,0,45.8909,14.8624,488.7436,663.0819,26.0283,16.4973,149.469,0,0,0,92.1726,134.3751,0,0,0,94.7606,0,0,178.3786,234.3984,0,0,21.4887,18.6795,0,8.6167,13.7203,0
59,berry,0,16.4905,10.7135,15.9054,37.5509,0,39.3239,0,0,246.4856,2261.5948,36.238,14.0961,0,138.1523,0,2.1797,4.9469,2.6636,17.8464,14.1185,43.2585,0,11.2885,82.5465,0,184.4988,0,161.5009,194.4519,0,239.1257,0,221.2546,0,247.7207,19.9422,284.9365,0,347.7198,48.4117,0,0,56.4115,18.6209,496.0445,668.4859,47.303,23.4737,140.1232,0,0,0,33.7936,127.7655,0,0,0,61.8232,0,0,99.9729,138.6621,0,0,17.4764,14.1632,0,5.5381,8.2353,0
60,berry,0,13.9161,1.2058,46.3983,44.9595,0,15.9844,0,0,703.7758,1536.3133,145.0297,0.0997,8.6518,221.1681,0,13.7844,4.7438,6.51,18.5635,3.4579,95.0301,0,58.0281,57.1157,0,86.06,0,133.2481,177.2205,0,269.2698,0,195.1885,0,276.0386,23.3906,269.0923,0,405.1388,52.7018,0,0,41.3823,21.4479,443.3631,705.5944,50.7832,30.8033,132.3597,0,0,0,25.6228,132.3597,0,0,0,51.5511,0,0,101.2661,137.2673,0,0,11.2844,6.4725,0,3.4253,4.4378,0
