,Part,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71
51,root,0,0,0,64.4985,0,187.0978,0,0,0,528.7576,1022.2697,25.2502,0,0,0,0,0,0,0,0,0,164.9262,36.2132,180.7296,0,1.5082,134.7239,91.0747,0,548.5783,15.9914,688.3454,321.3695,342.2365,136.652,0,0,288.4973,0,121.2191,57.234,0,16.9927,53.3169,0,137.3004,202.947,0,0,0,7.4536,0,0.041,3.112,0,0,0,0,0,11.0581,2.4536,0,3.0167,14.1277,3.5451,0,0,1.1073,0,0,0
52,root,0,0,0,72.5817,0,37.4285,0,0.0157,0,863.4276,910.4489,32.337,0,0,0,1.0148,0,0,0,0,0,290.0553,70.1297,50.15,0,0.4945,133.7724,143.5488,0,584.4118,26.5468,665.0559,339.4406,260.8114,176.6781,0,0,190.7367,0,62.4645,0,0,16.1351,26.3545,0,186.4659,241.7825,23.1971,0,0,0.9721,1.3908,0.0395,10.1461,0,0,1.2643,0,2.0093,8.3862,0,0,4.7583,29.2265,3.546,0,0,2.2831,0,0,0
53,root,0,0,0,98.0158,0,9.0733,0,0,0,1111.161,556.6548,46.8455,0,0,0,1.764,0,0,0,0,0,366.1657,79.2569,38.1402,0,0,27.6568,159.7435,0,563.2244,38.9533,675.079,272.4131,245.9578,209.9531,0,0,158.246,0,51.5586,28.6776,0,14.4596,21.2146,0,192.5505,241.0638,0,0,0,0,0.2404,0.0514,4.2642,0,0,0.0483,0,0,9.3805,0,0,4.0971,19.4694,4.0039,0,0,0.5823,0,0,0
54,root,0,0,0,49.1147,0,0.2118,0,0,0,553.781,1015.9982,21.8959,0,0,0,0,0,0,0,0,0,252.2313,89.9572,25.751,0,1.8622,221.3469,254.4524,0,362.5606,71.8976,502.8796,278.9055,226.3371,261.2896,0,0,120.3875,0,51.7731,32.2123,0,10.5329,22.7382,0,147.5202,263.323,33.3362,0,0,0,1.2569,1.5966,3.6218,0,0,1.2853,0,0,8.3832,0,0.6166,2.878,18.142,3.7268,0,0,1.3261,0,0,0
55,root,0,0,0,66.3986,0,3.4306,0,0,0,879.5396,729.6317,31.0077,0,0,0,3.3961,0,0,0,0,0,325.7735,76.0362,37.5926,0,1.1441,148.3419,226.1238,0,423.8735,58.8573,429.7571,297.0126,297.9372,268.8436,0,0,196.0445,58.9467,56.6434,0.8429,0,12.9348,16.5714,0,192.1177,239.5159,30.4813,0,0,0.1263,0.3699,1.5529,7.3983,0,0,2.3634,0,0,10.9832,0,4.6489,3.177,24.0301,5.2155,0,0,1.5034,0,0,0
56,root,0,0,0,59.1722,0,112.2239,0,0,0,660.8881,946.3708,27.5726,0,0,0,1.8583,0,0,0,0,0,208.3989,42.3737,131.3082,0,2.5047,168.6851,103.601,0,552.1105,21.1891,675.8479,319.5585,291.7966,129.2999,0,0,331.8316,69.2324,94.4723,48.5542,0,22.7111,42.9126,0,161.3238,210.292,0,0,0,8.1969,1.4114,0,12.9519,0,0,0.8215,0,0,9.4888,0,0.6117,3.72,30.1933,4.3664,0,0,2.7649,0,0,0
57,root,0,0,0,86.0321,0,234.4726,0,0,0,745.6575,668.189,39.9344,0,0,0,2.2663,0,0,0,0,0,211.3022,57.8737,233.6367,0,2.3488,106.7823,154.3885,0,462.9657,39.9661,546.6234,270.0703,286.3526,194.5984,0,0,219.7871,66.5129,93.5876,45.5691,0,19.935,40.3786,0,168.9223,232.1346,0,0,0,6.7466,0,0,3.3867,0,0,0.3812,0,0,13.3723,3.5407,4.0878,1.2451,14.4551,5.2334,0,0,0.3906,0,0,0
58,root,0,0,0,113.0148,0,3.3181,0,0,0,1217.7736,506.4796,11.533,0,0,0,3.2288,0,0,0,0,0,431.6159,0,49.7967,0,3.2084,28.5451,0,0,812.6533,0,398.3344,399.3885,622.935,0,0,0,765.5283,141.8348,87.1733,34.0199,0,18.3396,46.9717,9.3138,357.6941,167.6027,20.6569,0,0,11.6454,0,0,9.6005,0,0,0,0,0,26.2343,6.6574,12.4223,3.3748,23.0314,6.5756,0,0,1.5908,0,0,0
59,root,0,0,0,55.5059,0,1.8312,0,0,0,835.9068,1005.9213,15.5629,0,0,0,1.3219,0,0,0,0,0,277.9244,80.9579,29.8768,0,3.2038,166.9188,172.5893,0,559.013,24.6653,593.7945,264.4259,326.3438,240.008,0,0,209.1651,66.4552,63.3017,37.419,0,16.7963,18.749,0,149.508,181.6353,0,0,0,3.9795,0,0,7.0993,0,0,0.6737,0,0,14.2697,3.486,5.6302,2.6049,13.1116,4.144,0,0,1.0968,0,0,0
60,root,0,0,0,88.1936,0,131.0166,0,0,0,915.0319,602.0212,41.2314,0,0,0,1.9319,0,0,0,0,0,279.4592,3.6543,159.458,0,3.2487,39.9064,8.3121,0,621.5217,0.119,688.4953,341.7316,426.3,13.457,0,0,420.5343,113.2832,153.2497,70.3046,0,18.8901,81.8831,27.803,183.5285,248.3004,0,0,0,12.6137,0,0,4.184,0,0,0,0,0,14.1407,2.0493,4.3202,2.0909,31.7356,3.8625,0,0,1.8934,0,0,0
